year,fund,recipient,location,artform,amount_awarded
2022,Festivals Investment Scheme,The Producers,Dublin City Council,Children and Young People's Arts,20000
2022,Festivals Investment Scheme,The Walls Project,Waterford City and County Council,Visual Arts,17000
2022,Festivals Investment Scheme,Three Rings Festival,Galway County Council,Theatre,6999
2022,Festivals Investment Scheme,Tionól Niocláis Tóibín,Ireland,Traditional Arts,7000
2022,Festivals Investment Scheme,Tipperary Dance,Tipperary County Council,Dance,20000
2022,Festivals Investment Scheme,Tribes Youth Arts Festival,Galway County Council,Children and Young People's Arts,7000
2022,Festivals Investment Scheme,Tullamore Tradfest,Ireland,Traditional Arts,3000
2022,Festivals Investment Scheme,University Concert Hall Limerick,Ireland,Music,14000
2022,Festivals Investment Scheme,Waterford Arts Festival Limited,Waterford City and County Council,Multidisciplinary Arts,14800
2022,Festivals Investment Scheme,Waterford International Organ Festival,Ireland,Music,3000
2022,Festivals Investment Scheme,West Wicklow Festival,Ireland,Music,35000
2022,Festivals Investment Scheme,Westival Westport Music & Arts Festival,Mayo County Council,Multidisciplinary Arts,26400
2022,Festivals Investment Scheme,Westport Festival of Chamber Music,Mayo County Council,Music,33500
2022,Festivals Investment Scheme,Westport Folk And Bluegrass Festival,Ireland,Music,3000
2022,Festivals Investment Scheme,Wex-art,Wexford County Council,Visual Arts,20000
2022,Festivals Investment Scheme,Wicklow Screendance Laboratory,Ireland,Dance,13000
2022,Festivals Investment Scheme,Write By The Sea,Wexford County Council,Literature (English language),20000
2022,Festivals Investment Scheme,Éigse Dhiarmuid Ui Shúilleabháin,Cork County Council,Traditional Arts,8500
2022,Strategic Funding,Age and Opportunity,Ireland,Participatory Arts,237000
2022,Strategic Funding,Arts & Disability Ireland,Ireland,Participatory Arts,309000
2022,Strategic Funding,Baboró International Arts Festival for Children,Ireland,Children and Young People's Arts,380000
2022,Strategic Funding,Ballet Ireland,Ireland,Dance,470000
2022,Strategic Funding,Bewley’s Cafe Theatre,Ireland,Theatre,74250
2022,Strategic Funding,Black Church Print Studio,Ireland,Visual Arts,97000
2022,Strategic Funding,Blue Raincoat Theatre Company,Ireland,Theatre,249700
2022,Strategic Funding,Butler Gallery,Ireland,Visual Arts,490000
2022,Strategic Funding,Cairdeas na bhFidiléirí,Ireland,Traditional Arts,50000
2022,Strategic Funding,Carlow Arts Festival,Ireland,Festivals and Events,235000
2022,Strategic Funding,Chamber Choir Ireland,Ireland,Music,625000
2022,Strategic Funding,Children’s Books Ireland,Ireland,Children and Young People's Arts,370000
2022,Strategic Funding,Cló Iar-Chonnachta Teo,Ireland,Literature (English language),95000
2022,Strategic Funding,CoisCeim Dance Theatre,Ireland,Dance,345000
2022,Strategic Funding,Corcadorca Theatre Company Ltd,Ireland,Theatre,210000
2022,Strategic Funding,Cork International Film Festival,Ireland,Film,230000
2022,Strategic Funding,Cork Midsummer Festival,Ireland,Festivals and Events,450000
2022,Strategic Funding,Cork Printmakers,Ireland,Visual Arts,83950
2022,Strategic Funding,Crash Ensemble,Ireland,Music,310000
2022,Strategic Funding,Create,Ireland,Participatory Arts,375000
2022,Strategic Funding,Dance Ireland,Ireland,Dance,398800
2022,Strategic Funding,Dance Limerick,Ireland,Dance,280600
2022,Strategic Funding,Dedalus Press,Ireland,Literature (English language),115000
2022,Strategic Funding,Druid Theatre Company,Ireland,Theatre,1172400
2022,Strategic Funding,Dublin Dance Festival,Ireland,Dance,535000
2022,Strategic Funding,Dublin Fringe Festival,Ireland,Festivals and Events,520869
2022,Strategic Funding,Dublin International Film Festival [ARN 3078 pre 2002],Ireland,Film,170000
2022,Strategic Funding,Dublin Theatre Festival,Ireland,Theatre,1050900
2022,Strategic Funding,Dublin Youth Dance Company,Ireland,Children and Young People's Arts,110255
2022,Strategic Funding,Earagail Arts Festival,Ireland,Festivals and Events,300000
2022,Strategic Funding,eva International,Ireland,Visual Arts,300400
2022,Strategic Funding,Fidget Feet,Ireland,Circus,187000
2022,Strategic Funding,Fire Station Artists’ Studios,Ireland,Visual Arts,439495
2022,Strategic Funding,First Music Contact,Ireland,Music,210000
2022,Strategic Funding,Fishamble Theatre Company,Ireland,Theatre,379200
2022,Strategic Funding,Fresh Film,Ireland,Children and Young People's Arts,90000
2022,Strategic Funding,Galway Arts Festival,Ireland,Festivals and Events,915000
2022,Strategic Funding,Galway Community Circus,Ireland,Children and Young People's Arts,185000
2022,Strategic Funding,Galway Film Fleadh,Ireland,Film,150000
2022,Strategic Funding,"Gate Theatre, The",Ireland,Theatre,2250000
2022,Strategic Funding,Graphic Studio Dublin,Ireland,Visual Arts,105600
2022,Strategic Funding,Helium Children’s Arts & Health,Ireland,Participatory Arts,104000
2022,Strategic Funding,Highlanes Gallery,Ireland,Visual Arts,105000
2022,Strategic Funding,Improvised Music Company,Ireland,Music,303200
2022,Strategic Funding,IMRAM,Ireland,Literature (English language),149000
2022,Strategic Funding,Irish Aerial Creation Centre,Ireland,Circus,179200
2022,Strategic Funding,Irish Architectural Archive,Ireland,Architecture,375000
2022,Strategic Funding,Irish Architecture Foundation,Ireland,Architecture,300000
2022,Strategic Funding,Irish Association of Youth Orchestras,Ireland,Children and Young People's Arts,280000
2022,Strategic Funding,Irish Baroque Orchestra,Ireland,Music,340000
2022,Strategic Funding,Irish Chamber Orchestra,Ireland,Music,1241800
2022,Strategic Funding,Irish Film Institute,Ireland,Film,960000
2022,Strategic Funding,Irish Modern Dance Theatre,Ireland,Dance,185000
2022,Strategic Funding,Irish National Opera,Ireland,Opera,4316312
2022,Strategic Funding,Irish National Youth Ballet Company,Ireland,Children and Young People's Arts,90000
2022,Strategic Funding,"Irish Street Arts, Circus And Spectacle Network",Ireland,Circus,168000
2022,Strategic Funding,Irish Theatre Institute,Ireland,Theatre,316800
2022,Strategic Funding,Irish Traditional Music Archive,Ireland,Traditional Arts,950000
2022,Strategic Funding,Irish Writers’ Centre,Ireland,Literature (English language),235000
2022,Strategic Funding,KCAT,Ireland,Participatory Arts,88000
2022,Strategic Funding,Kids’ Own,Ireland,Children and Young People's Arts,120000
2022,Strategic Funding,Kilkenny Arts Festival,Ireland,Festivals and Events,550000
2022,Strategic Funding,LD Dance Shawbrook,Ireland,Dance,72000
2022,Strategic Funding,Leitrim Sculpture Centre,Ireland,Visual Arts,286405
2022,Strategic Funding,Lewis Glucksman Gallery,Ireland,Visual Arts,107000
2022,Strategic Funding,Limerick City Gallery of Art,Ireland,Visual Arts,161000
2022,Strategic Funding,Limerick Printmakers,Ireland,Visual Arts,75000
2022,Strategic Funding,Literature Ireland,Ireland,Literature (English language),325000
2022,Strategic Funding,Little Island,Ireland,Literature (English language),120000
2022,Strategic Funding,Liz Roche Company,Ireland,Dance,270000
2022,Strategic Funding,Macnas,Ireland,Street Performance,361000
2022,Strategic Funding,Munster Literature Centre,Ireland,Literature (English language),180000
2022,Strategic Funding,Music Network,Ireland,Music,670000
2022,Strategic Funding,National Irish Visual Arts Library,Ireland,Visual Arts,83000
2022,Strategic Funding,National Sculpture Factory Cork,Ireland,Visual Arts,333200
2022,Strategic Funding,National Youth Council of Ireland,Ireland,Children and Young People's Arts,110000
2022,Strategic Funding,National Youth Orchestra of Ireland,Ireland,Children and Young People's Arts,65000
2022,Strategic Funding,"New Theatre, The",Ireland,Theatre,100000
2022,Strategic Funding,Pan Pan Theatre Company,Ireland,Theatre,351400
2022,Strategic Funding,Poetry Ireland/Eigse Eireann,Ireland,Literature (English language),450000
2022,Strategic Funding,"Píobairí Uilleann Teoranta, Na",Ireland,Traditional Arts,520000
2022,Strategic Funding,Rough Magic Theatre Company,Ireland,Theatre,321600
2022,Strategic Funding,Royal Hibernian Academy of Arts,Ireland,Visual Arts,487000
2022,Strategic Funding,Salmon Poetry,Ireland,Literature (English language),110000
2022,Strategic Funding,Scoil Samhraidh Willie Clancy,Ireland,Traditional Arts,100000
2022,Strategic Funding,Sing Ireland,Ireland,Music,315000
2022,Strategic Funding,Teac Damsa,Ireland,Dance,290000
2022,Strategic Funding,Temple Bar Gallery & Studios Ltd,Ireland,Visual Arts,490000
2022,Strategic Funding,The Ark,Ireland,Children and Young People's Arts,705000
2022,Strategic Funding,The Contemporary Music Centre,Ireland,Music,415000
2022,Strategic Funding,The Douglas Hyde Gallery,Ireland,Visual Arts,357000
2022,Strategic Funding,The Gallery of Photography,Ireland,Visual Arts,277150
2022,Strategic Funding,The Gallery Press,Ireland,Literature (English language),200000
2022,Strategic Funding,The Stinging Fly,Ireland,Literature (English language),168000
2022,Strategic Funding,Tyrone Guthrie Centre,Ireland,Artists support,369900
2022,Strategic Funding,United Fall,Ireland,Dance,210000
2022,Strategic Funding,Visual Artists Ireland,Ireland,Visual Arts,300000
2022,Strategic Funding,Waterford Healing Arts Trust,Ireland,Participatory Arts,172000
2022,Strategic Funding,Waterford Spraoi,Ireland,Spectacle,400000
2022,Strategic Funding,West Cork Music,Ireland,Music,445000
2022,Strategic Funding,Wexford Festival Opera,Ireland,Opera,1635000
2022,Strategic Funding,Writers’ Week,Ireland,Literature (English language),65000
2022,Strategic Funding,Young Irish Film Makers,Ireland,Children and Young People's Arts,84420
2022,Strategic Funding,Youth Theatre Ireland,Ireland,Children and Young People's Arts,300000
2023,Arts Centre Partnership Funding,An Grianán Theatre,Ireland,Arts Centres,155000
2023,Arts Centre Partnership Funding,An Táin Arts Centre,Ireland,Arts Centres,100000
2023,Arts Centre Partnership Funding,Axis Arts Centre,Ireland,Arts Centres,135000
2023,Arts Centre Partnership Funding,Backstage Theatre,Ireland,Arts Centres,265000
2023,Arts Centre Partnership Funding,Ballina Arts Centre,Ireland,Arts Centres,55000
2023,Arts Centre Partnership Funding,Civic Theatre,Ireland,Arts Centres,280000
2023,Arts Centre Partnership Funding,Draíocht Arts Centre,Ireland,Arts Centres,245000
2023,Arts Centre Partnership Funding,Droichead Arts Centre,Ireland,Arts Centres,280000
2023,Arts Centre Partnership Funding,Dunamaise Arts Centre,Ireland,Arts Centres,125000
2023,Arts Centre Partnership Funding,Everyman,Ireland,Arts Centres,300000
2023,Arts Centre Partnership Funding,Galway Arts Centre,Ireland,Arts Centres,190000
2023,Arts Centre Partnership Funding,Garage Theatre,Ireland,Arts Centres,71000
2023,Arts Centre Partnership Funding,Garter Lane Arts Centre,Ireland,Arts Centres,260000
2023,Arts Centre Partnership Funding,Glór,Ireland,Arts Centres,220000
2023,Arts Centre Partnership Funding,Hawk’s Well Theatre,Ireland,Arts Centres,300000
2023,Arts Centre Partnership Funding,Linenhall Arts Centre,Ireland,Arts Centres,255000
2023,Arts Centre Partnership Funding,Mermaid Arts Centre,Ireland,Arts Centres,300000
2023,Arts Centre Partnership Funding,New Smock Alley,Ireland,Arts Centres,115000
2023,Arts Centre Partnership Funding,Pavilion Theatre,Ireland,Arts Centres,215000
2023,Arts Centre Partnership Funding,Project Arts Centre,Ireland,Arts Centres,940000
2023,Arts Centre Partnership Funding,Ramor Theatre | Town Hall Cavan,Ireland,Arts Centres,90000
2023,Arts Centre Partnership Funding,Regional Cultural Centre,Ireland,Arts Centres,180000
2023,Arts Centre Partnership Funding,Riverbank Arts Centre,Ireland,Arts Centres,120000
2023,Arts Centre Partnership Funding,Roscommon Arts Centre,Ireland,Arts Centres,160000
2023,Arts Centre Partnership Funding,RUA RED,Ireland,Arts Centres,80000
2023,Arts Centre Partnership Funding,Siamsa Tire Theatre and Arts Centre,Ireland,Arts Centres,310000
2023,Arts Centre Partnership Funding,Sirius Arts Centre,Ireland,Arts Centres,130000
2023,Arts Centre Partnership Funding,Solstice Arts Centre,Ireland,Arts Centres,195000
2023,Arts Centre Partnership Funding,Source Arts Centre,Ireland,Arts Centres,115000
2023,Arts Centre Partnership Funding,The Dock,Ireland,Arts Centres,130000
2023,Arts Centre Partnership Funding,The Lime Tree Belltable,Ireland,Arts Centres,270000
2023,Arts Centre Partnership Funding,The Model,Ireland,Arts Centres,300000
2023,Arts Centre Partnership Funding,Theatre Forum Ireland,Ireland,Arts Centres,255000
2023,Arts Centre Partnership Funding,Town Hall Theatre,Ireland,Arts Centres,190000
2023,Arts Centre Partnership Funding,Triskel Arts Centre,Ireland,Arts Centres,230000
2023,Arts Centre Partnership Funding,VISUAL Centre for Contemporary Art & the George Bernard Shaw Theatre,Ireland,Arts Centres,220000
2023,Arts Centre Partnership Funding,Waterford Theatre Royal Society,Ireland,Arts Centres,100000
2023,Arts Centre Partnership Funding,Watergate Theatre,Ireland,Arts Centres,115000
2023,Arts Centre Partnership Funding,West Cork Arts Centre,Ireland,Arts Centres,280000
2023,Arts Centre Partnership Funding,Wexford Arts Centre,Ireland,Arts Centres,200000
2023,Arts Centre Partnership Funding,Áras Éanna,Ireland,Arts Centres,75000
2023,Arts Grant Funding,Achill Heinrich Boll Association,Ireland,Artists support,26150
2023,Arts Grant Funding,Aemi,Ireland,Film,120000
2023,Arts Grant Funding,Amateur Drama Council of Ireland,Ireland,Theatre,36000
2023,Arts Grant Funding,"Andonovska, Lina",Ireland,Music,19000
2023,Arts Grant Funding,ANU Productions,Ireland,Theatre,207000
2023,Arts Grant Funding,Architecture at the Edge,Ireland,Architecture,100000
2023,Arts Grant Funding,Artlink Ltd,Ireland,Visual Arts,122000
2023,Arts Grant Funding,Askeaton Contemporary Arts CLG,Ireland,Visual Arts,65000
2023,Arts Grant Funding,Asylum Productions,Ireland,Participatory Arts,70000
2023,Arts Grant Funding,Athlone Arts And Tourism Ltd,Ireland,Visual Arts,40000
2023,Arts Grant Funding,Attic Projects,Ireland,Dance,120761
2023,Arts Grant Funding,Ballina 2023,Ireland,Festivals and Events,54500
2023,Arts Grant Funding,Balor Arts Centre,Ireland,Arts Centres,50000
2023,Arts Grant Funding,Baltimore Fiddle Fair,Ireland,Traditional Arts,60000
2023,Arts Grant Funding,Banshee,Ireland,Literature (English language),75000
2023,Arts Grant Funding,Barnstorm Theatre Company Ltd,Ireland,Children and Young People's Arts,200000
2023,Arts Grant Funding,Birr Theatre & Arts Centre,Ireland,Arts Centres,40000
2023,Arts Grant Funding,Branar Dramaiochta Teo,Ireland,Children and Young People's Arts,230000
2023,Arts Grant Funding,Bray Jazz Festival,Ireland,Music,75000
2023,Arts Grant Funding,Broken Talkers,Ireland,Theatre,212000
2023,Arts Grant Funding,Brokencrow Theatre Company,Ireland,Theatre,198000
2023,Arts Grant Funding,Bullaun Press,Ireland,Literature (English language),30000
2023,Arts Grant Funding,"Burke, Aoife",Ireland,Music,12500
2023,Arts Grant Funding,Cairde Festival Ltd,Ireland,Festivals and Events,165000
2023,Arts Grant Funding,Callan Workhouse Union,Ireland,Participatory Arts,97500
2023,Arts Grant Funding,Centre For Creative Practices,Ireland,Participatory Arts,70000
2023,Arts Grant Funding,Ceol Connected,Ireland,Traditional Arts,87000
2023,Arts Grant Funding,Cill Rialaig Project Ltd,Ireland,Artists support,85000
2023,Arts Grant Funding,Circus Factory,Ireland,Circus,110000
2023,Arts Grant Funding,Clifden Arts Society,Ireland,Music,12000
2023,Arts Grant Funding,Clifden Community Arts Week,Ireland,Festivals and Events,115000
